Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
aftas en la boca porque salen,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",80,5,,6,0,6,https://www.vitaldent.com/blog/aftas-bucales-que-son-causas-y-tratamiento/,,2026-01-03 02:17:04,false,true,false,false,false,false
clorhexidina heridas boca,ES,Spain,Spanish,chlorhexidine (Product),"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,6,0,1,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,AI Overview,2025-12-25 05:28:28,false,true,false,false,false,false
clinica dental orihuela,ES,Spain,Spanish,Orihuela (Location),Local pack,80,6,0.43,6,0,7,https://clinicas.vitaldent.com/alicante/clinica-dental-vitaldent-orihuela-los-andenes-255/,,2026-03-07 03:18:02,false,true,false,false,false,true
diente con tornillo precio,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Shopping",100,0,0.38,6,0,6,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2025-12-31 04:36:28,false,true,true,false,false,false
bruxismo en niños,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",200,0,,6,0,9,https://www.vitaldent.com/blog/bruxismo-en-ninos-que-es-y-por-que-se-produce/,,2026-02-14 03:34:22,false,true,false,false,false,false
blanqueadores dentales,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail, Shopping, Video preview",250,0,,6,0,10,https://www.vitaldent.com/es/blanqueamiento-dental/,,2026-02-28 02:52:07,false,true,true,false,false,false
mordida correcta de perfil,ES,Spain,Spanish,,"People also ask, AI Overview, Thumbnail, Video preview, Sitelinks",250,0,,6,0,2,https://www.vitaldent.com/blog/la-mordida-perfecta/,AI Overview,2026-02-24 07:01:02,false,true,false,false,false,false
clinica dental ibiza,ES,Spain,Spanish,Ibiza (Location),"Local pack, Thumbnail",150,13,0.60,6,0,12,https://clinicas.vitaldent.com/islas-baleares/clinica-dental-vitaldent-ibiza-90,,2026-02-19 19:14:51,false,true,false,false,false,true
hueco entre los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",150,0,0.15,6,0,7,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,,2026-02-18 05:45:16,false,true,false,false,false,false
pericoronaritis tratamiento,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",300,0,0.50,6,0,12,https://www.vitaldent.com/blog/pericoronaritis-que-es-cuales-son-sus-primeros-sintomas-como-se-trata/,,2026-03-02 00:39:56,false,true,false,false,false,false
brackets zafiro precio vitaldent,ES,Spain,Spanish,Vitaldent (Organization),People also ask,10,1,0.70,6,0,1,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-01-02 04:01:48,false,true,true,false,true,false
alineadores dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,2,1.46,6,0,8,https://www.vitaldent.com/es/ortodoncia-invisible/,,2026-01-05 16:42:03,false,true,false,false,false,false
diseño de sonrisa madrid,ES,Spain,Spanish,Madrid (Location),"People also ask, Local pack",100,0,1.22,6,0,8,https://www.vitaldent.com/es/diseno-de-la-sonrisa/,,2026-01-02 17:31:03,false,true,true,false,false,true
dentista el ejido,ES,Spain,Spanish,El Ejido (Location),"Local pack, Thumbnail, People also ask, Sitelinks",200,7,0.51,6,0,7,https://clinicas.vitaldent.com/almeria/clinica-dental-vitaldent-el-ejido-304,,2026-02-25 00:45:53,false,true,false,false,false,true
como aliviar el dolor de muelas del juicio,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",70,0,0.04,6,0,5,https://www.vitaldent.com/blog/dolor-muela-del-juicio-tratamiento/,,2025-12-19 11:14:41,false,true,false,false,false,false
clinica vitaldent madrid,ES,Spain,Spanish,"Vitaldent Dental Clinics (Organization), Madrid (Location)","Local pack, Thumbnail, People also ask, Video preview",10,0,0.71,6,0,2,https://clinicas.vitaldent.com/madrid,,2026-02-21 02:42:12,false,true,false,false,true,true
extraccion muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",300,0,0.53,6,0,9,https://www.vitaldent.com/blog/extraccion-muelas-del-juicio/,,2026-02-19 13:24:13,false,true,false,false,false,false
bolsas en las encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,6,0,1,https://www.vitaldent.com/blog/bolsas-periodontales-que-son-y-como-se-tratan/,AI Overview,2026-01-01 08:08:19,false,true,false,false,false,false
como quedan los implantes dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",150,0,,6,0,9,https://www.vitaldent.com/es/implantes-dentales/,,2026-03-12 09:14:17,false,true,false,false,false,false
en qué consiste una endodoncia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",90,2,0.11,6,0,7,https://www.vitaldent.com/es/endodoncia-que-es/,,2025-12-27 16:33:04,false,true,false,false,false,false
alineador transparente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",90,1,1.93,6,0,7,https://www.vitaldent.com/es/ortodoncia-invisible/,,2025-12-20 20:53:53,false,true,true,false,false,false
poner implante dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",90,0,0.38,6,0,7,https://www.vitaldent.com/blog/cuanto-tarda-poner-implante-dental/,,2025-12-25 14:26:11,false,true,false,false,false,false
calmantes para el dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.27,6,0,7,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-27 22:49:54,false,true,false,false,false,false
celulas dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,0.10,6,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,AI Overview,2025-12-28 12:40:03,false,true,false,false,false,false
blanqueamiento dental domiciliario,ES,Spain,Spanish,,People also ask,50,0,0.28,6,0,3,https://www.vitaldent.com/blog/blanqueamiento-dental-en-casa-como-blanquear-los-dientes/,,2026-01-07 10:22:33,false,true,true,false,false,false
que me tomo para el dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",50,0,0.12,6,0,4,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-03-10 15:40:30,false,true,false,false,false,false
tronera gingival,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,6,0,4,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,,2025-12-24 19:34:57,false,true,false,false,false,false
porque tengo manchas blancas en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,6,0,1,https://www.vitaldent.com/blog/manchas-blancas-dientes-causas-soluciones/,AI Overview,2026-01-04 01:07:34,false,true,false,false,false,false
que es la clorhexidina y para que se utiliza,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,6,0,1,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,AI Overview,2025-12-24 02:47:28,false,true,false,false,false,false
que son carillas en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,6,0,1,https://www.vitaldent.com/es/carillas-dentales/,AI Overview,2025-12-26 14:17:33,false,true,false,false,false,false
rigidez mandibular,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,7,,6,0,4,https://www.vitaldent.com/blog/como-combatir-las-consecuencias-del-estres-en-tu-mandibula/,,2025-12-22 09:01:05,false,true,false,false,false,false
me ha salido un bulto en la encia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,6,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2025-12-21 20:41:54,false,true,false,false,false,false
encía retraída solución,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,0.18,6,0,1,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,AI Overview,2026-01-01 13:51:06,false,true,false,false,false,false
que es una protesis fija,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",50,0,,6,0,1,https://www.vitaldent.com/es/protesis-dental-fija/,AI Overview,2026-01-06 17:02:10,false,true,false,false,false,false
muela de juicio tocando nervio síntomas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",80,0,,6,0,6,https://www.vitaldent.com/blog/dolor-nervio-de-muela/,,2025-12-27 15:57:33,false,true,false,false,false,false
que sirve para dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,1,,6,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2025-12-28 02:22:03,false,true,false,false,false,false
coronas sobre dientes,ES,Spain,Spanish,,"AI Overview, People also ask, Thumbnail",40,0,,6,0,4,https://www.vitaldent.com/blog/que-es-una-corona-dental/,,2026-02-17 15:33:53,false,true,false,false,false,false
implante dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,4,0.43,6,0,1,https://www.vitaldent.com/es/implantes-dentales/,AI Overview,2025-12-30 17:44:33,false,true,false,false,false,false
dentista olivenza,ES,Spain,Spanish,Olivenza (Location),"Local pack, Thumbnail, People also ask",60,0,0.72,6,0,6,https://clinicas.vitaldent.com/badajoz/clinica-dental-vitaldent-olivenza-416/,,2026-03-03 00:59:34,false,true,false,false,false,true
exodoncia infectada,ES,Spain,Spanish,,"People also ask, Thumbnail",60,0,,6,0,4,https://www.vitaldent.com/blog/extraccion-muela-infectada-como-se-hace/,,2025-12-15 12:57:24,false,true,false,false,false,false
amoxicilina para flemones,ES,Spain,Spanish,Amoxicillin (Product),"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,6,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2025-12-30 14:41:53,false,true,false,false,false,false
porque salen hongos en la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,6,0,1,https://www.vitaldent.com/blog/hongos-en-la-boca/,AI Overview,2026-01-04 08:01:34,false,true,false,false,false,false
blanqueamiento dental precio opiniones,ES,Spain,Spanish,,"People also ask, Sitelinks, Shopping, Thumbnail",60,0,0.35,6,0,4,https://www.vitaldent.com/blog/blanqueamiento-dental-opiniones-y-consecuencias/,,2025-12-29 11:14:07,false,true,true,false,false,false
como hacer una endodoncia,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",60,0,0.32,6,0,4,https://www.vitaldent.com/es/endodoncia-que-es/,,2025-12-17 23:39:19,false,true,false,false,false,false
las llagas se contagian,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail",80,0,,6,0,4,https://www.vitaldent.com/blog/llagas-en-la-boca-por-que-se-producen-y-como-se-tratan/,,2025-12-22 14:37:09,false,true,false,false,false,false
que significa soñar que se me caen los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",200,7,0.02,6,0,1,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,AI Overview,2026-02-26 21:06:19,false,true,false,false,false,false
soñar que se te cae un diente de abajo,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",70,0,0.03,6,0,7,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2026-01-06 00:41:49,false,true,false,false,false,false
que es alveolitis,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",100,0,,6,0,8,https://www.vitaldent.com/blog/que-es-la-alveolitis-y-como-tratarla/,,2025-12-19 09:17:47,false,true,false,false,false,false
problemas prótesis dentales removibles,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",100,0,,6,0,7,https://www.vitaldent.com/blog/protesis-dental-removible-que-es-y-tipos/,,2026-01-06 03:19:02,false,true,false,false,false,false
precio dentadura fija sobre 4 implantes precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",700,0,0.32,6,0,16,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-03-08 14:40:07,false,true,true,false,false,false
cad-cam,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",90,48,0.51,6,0,4,https://www.vitaldent.com/blog/que-es-un-sistema-cad-cam-dental/,,2026-02-19 15:46:54,false,true,false,false,false,false
gingivectomía precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",300,0,0.41,6,0,12,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-02-27 10:26:29,false,true,true,false,false,false
piorrea se cura,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",20,0,0.17,6,0,1,https://www.vitaldent.com/blog/que-es-la-piorrea-causas-sintomas-y-soluciones-2/,AI Overview,2025-12-27 05:48:11,false,true,false,false,false,false
remedios caseros para flemon,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,,6,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-03-11 23:01:28,false,true,false,false,false,false
precio implante mas corona,ES,Spain,Spanish,,"People also ask, Sitelinks",30,1,,6,0,2,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-01-07 00:11:18,false,true,true,false,false,false
soñar dientes caidos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,,6,0,1,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,AI Overview,2025-12-30 03:36:49,false,true,false,false,false,false
dentista el vendrell,ES,Spain,Spanish,El Vendrell (Location),"Local pack, Thumbnail, People also ask",150,0,0.79,6,0,7,https://clinicas.vitaldent.com/tarragona/clinica-dental-vitaldent-el-vendrell-294/,,2026-03-08 09:31:53,false,true,false,false,false,true
retracción encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask, Bottom ads",60,0,0.19,6,0,6,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,,2025-12-27 06:04:46,false,true,false,false,false,false
hongo boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,0,0.01,6,0,1,https://www.vitaldent.com/blog/hongos-en-la-boca/,AI Overview,2026-01-02 19:31:54,false,true,false,false,false,false
dentistas en zamora,ES,Spain,Spanish,Zamora (Location),"Local pack, Thumbnail, People also ask, Bottom ads",100,5,0.42,6,3,7,https://clinicas.vitaldent.com/zamora/,,2026-03-10 05:30:28,false,true,false,false,false,true
presupuesto ortodoncia,ES,Spain,Spanish,,"People also ask, Sitelinks",100,0,0.59,6,0,7,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-18 17:24:24,false,true,false,false,false,false
raspado dental duele,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,6,0,1,https://www.vitaldent.com/blog/curetaje-dental-que-es-como-se-hace-y-cada-cuanto-tiempo/,AI Overview,2025-12-27 00:15:11,false,true,false,false,false,false
agenesia dental niños,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",90,0,,6,0,1,https://www.vitaldent.com/blog/agenesia-dental-que-dientes-la-sufren-y-que-consecuencias-tiene/,AI Overview,2025-12-25 08:45:56,false,true,false,false,false,false
numeros de dientes,ES,Spain,Spanish,,"Thumbnail, People also ask, Video preview",200,0,0.05,6,0,6,https://www.vitaldent.com/blog/cual-es-la-numeracion-de-los-dientes/,,2026-03-07 12:47:56,false,true,false,false,false,false
clinica dental valdepeñas,ES,Spain,Spanish,Valdepeñas (Location),Local pack,100,4,0.52,6,0,9,https://clinicas.vitaldent.com/ciudad-real/clinica-dental-vitaldent-valdepenas-217/,,2026-03-11 13:31:17,false,true,false,false,false,true
dentista candelaria,ES,Spain,Spanish,Candelaria (Location),"Local pack, Thumbnail, People also ask",100,1,0.55,6,0,9,https://clinicas.vitaldent.com/santa-cruz-de-tenerife/clinica-dental-vitaldent-candelaria-45,,2026-02-28 11:49:29,false,true,false,false,false,true
dentista avenida trinidad la laguna,ES,Spain,Spanish,"Avenida Trinidad (Location), La Laguna (Location)","Local pack, People also ask",40,0,0.64,6,0,3,https://clinicas.vitaldent.com/santa-cruz-de-tenerife/clinica-dental-vitaldent-la-laguna-96,,2026-03-01 20:40:32,false,true,false,false,false,true
que es lo mejor para el dolor de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,6,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-01-03 12:02:50,false,true,false,false,false,false
corona sobre implante zirconio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",40,0,,6,0,1,https://www.vitaldent.com/blog/que-es-corona-de-zirconio-monolitico/,AI Overview,2026-02-19 06:49:56,false,true,false,false,false,false
cuanto tarda en hacerse un empaste,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,6,0,1,https://www.vitaldent.com/blog/empaste-dental/,AI Overview,2025-12-30 03:39:07,false,true,false,false,false,false
bola en el paladar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,6,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,AI Overview,2025-12-30 13:03:02,false,true,false,false,false,false
lo mejor para dolor de muelas,ES,Spain,Spanish,,"People also ask, Sitelinks, Thumbnail",40,0,0.12,6,0,2,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-21 20:57:39,false,true,false,false,false,false
sobredentadura sobre barra,ES,Spain,Spanish,,"People also ask, Thumbnail, Video preview",150,0,,6,0,6,https://www.vitaldent.com/blog/sobredentadura-que-es-que-ventajas/,,2026-02-24 03:10:54,false,true,false,false,false,false
precio de un puente dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",150,0,0.34,6,0,11,https://www.vitaldent.com/es/puente-dental/,,2025-12-24 03:00:33,false,true,true,false,false,false
vitaldent cerro del aguila sevilla,ES,Spain,Spanish,"Vitaldent (Organization), Cerro del Águila (Location), Sevilla (Location)","People also ask, Sitelinks",10,0,1.31,6,0,1,https://clinicas.vitaldent.com/sevilla/clinica-dental-vitaldent-sevilla-el-cerro-196/,,2026-03-07 18:47:17,false,true,false,false,true,true
clinica vital dent,ES,Spain,Spanish,Vitaldent (Organization),"Top ads, Local pack, People also ask, Bottom ads, Paid sitelinks",10,5,0.98,6,1,2,https://www.vitaldent.com/es/,,2026-02-19 22:24:54,false,true,true,false,true,false
fases ortodoncia,ES,Spain,Spanish,,"Sitelinks, AI Overview, People also ask, Thumbnail",60,0,,6,0,4,https://www.vitaldent.com/blog/fases-de-una-ortodoncia/,,2025-12-28 04:35:20,false,true,false,false,false,false
cuanto vale un diente postizo,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Sitelinks, Shopping",70,0,0.25,6,0,5,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-01-01 20:50:27,false,true,true,false,false,false
presupuesto de brackets,ES,Spain,Spanish,,"People also ask, Thumbnail",70,1,0.46,6,0,5,https://www.vitaldent.com/es/brackets/,,2026-01-07 08:39:18,false,true,true,false,false,false
ortodoncia dental precio,ES,Spain,Spanish,,"Featured snippet, People also ask, Sitelinks, Shopping, Thumbnail",70,0,1.17,6,0,5,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-21 04:22:54,false,true,true,false,false,false
cuanto cuesta la ortodoncia en españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",70,0,0.84,6,0,6,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2025-12-17 04:18:18,false,true,true,false,false,true
desgrava el dentista en andalucía,ES,Spain,Spanish,Andalucía (Location),"People also ask, Sitelinks, Video preview",70,0,,6,0,5,https://www.vitaldent.com/blog/desgravan-tratamientos-dentales-renta-2024/,,2026-02-11 08:40:20,false,true,false,false,false,true
clinica dental san fernando,ES,Spain,Spanish,San Fernando (Location),"Local pack, Thumbnail",200,8,0.82,6,0,9,https://clinicas.vitaldent.com/cadiz/clinica-dental-vitaldent-san-fernando-171,,2026-02-20 10:22:02,false,true,false,false,false,true
sobredentaduras sobre implantes,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",70,0,0.70,6,0,1,https://www.vitaldent.com/blog/sobredentadura-que-es-que-ventajas/,AI Overview,2025-12-29 18:06:29,false,true,false,false,false,false
precio de aparato dental,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks, Shopping",40,0,1.14,6,0,3,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2026-01-01 18:24:17,false,true,true,false,false,false
bolita en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,6,0,1,https://www.vitaldent.com/blog/que-es-el-mucocele/,AI Overview,2026-01-06 02:59:37,false,true,false,false,false,false
placa de descarga dental,ES,Spain,Spanish,,"People also ask, Thumbnail",90,0,0.12,6,0,4,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-01-04 12:05:03,false,true,false,false,false,false
cadcam,ES,Spain,Spanish,,"People also ask, Local pack",150,39,0.65,6,0,4,https://www.vitaldent.com/blog/que-es-un-sistema-cad-cam-dental/,,2025-12-23 23:03:53,false,true,false,false,false,false
blanqueamiento dental mixto,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,6,0,5,https://www.vitaldent.com/blog/blanqueamiento-dental-combinado-en-que-consiste/,,2026-03-12 20:04:31,false,true,false,false,false,false
endodoncia multiradicular,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,6,0,5,https://www.vitaldent.com/blog/que-es-una-endodoncia-multirradicular/,,2026-01-06 07:15:49,false,true,false,false,false,false
precio ortodoncia españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,0.57,6,0,5,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,,2026-01-07 14:06:29,false,true,true,false,false,true
cuanto cuesta una higiene dental,ES,Spain,Spanish,,"People also ask, Sitelinks",60,0,0.47,6,0,4,https://www.vitaldent.com/es/limpieza-dental-profesional-avanzada/,,2026-01-05 19:21:17,false,true,false,false,false,false
clinica dental alhaurin de la torre,ES,Spain,Spanish,Alhaurín de la Torre (Location),"Local pack, Thumbnail",90,4,0.48,6,0,7,https://clinicas.vitaldent.com/malaga/clinica-dental-vitaldent-alhaurin-de-la-torre-14,,2026-02-23 15:38:28,false,true,false,false,false,true
cuanto se tarda en hacer un curetaje,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",90,0,,6,0,1,https://www.vitaldent.com/blog/curetaje-dental-que-es-como-se-hace-y-cada-cuanto-tiempo/,AI Overview,2026-01-07 23:07:30,false,true,false,false,false,false
síntomas de caries,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",90,0,0.18,6,0,7,https://www.vitaldent.com/es/caries-dentales/,,2025-12-31 00:39:33,false,true,false,false,false,false
mucositis implante,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",90,0,,6,0,1,https://www.vitaldent.com/blog/mucositis-periimplantaria/,AI Overview,2026-03-10 13:04:37,false,true,false,false,false,false
funda bruxismo,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping",150,0,0.07,6,0,6,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-03-10 19:28:32,false,true,true,true,false,false
tratamientos periodontales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",150,0,0.21,6,0,1,https://www.vitaldent.com/blog/tratamiento-periodontal-que-es/,AI Overview,2025-12-15 22:25:56,false,true,false,false,false,false
cuanto cuesta empastar una muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",250,1,0.62,6,0,3,https://www.vitaldent.com/blog/empaste-dental/,People also ask,2026-02-18 13:34:40,false,true,false,false,false,false
endodoncia en niños,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,0,,6,0,7,https://www.vitaldent.com/es/pulpectomia/,,2026-01-05 10:46:03,false,true,false,false,false,false
necrosis encias,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,6,0,1,https://www.vitaldent.com/blog/gingivitis-necrosante/,AI Overview,2026-01-04 18:03:25,false,true,false,false,false,false
cuanto cuesta la reconstrucción de un diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",50,0,0.39,6,5,1,https://www.vitaldent.com/es/reconstruccion-dental/,AI Overview,2025-12-31 05:41:28,false,true,false,false,false,false
puente muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",50,0,,6,0,4,https://www.vitaldent.com/es/puente-dental/,,2025-12-23 07:13:04,false,true,false,false,false,false
poner muela sin implante precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Bottom ads, Paid sitelinks",50,0,0.40,6,0,4,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-03-11 12:16:29,false,true,true,false,false,false
qué me puedo tomar para el dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",50,1,,6,0,4,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-03-11 03:18:28,false,true,false,false,false,false
que tomar infeccion muela,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks, Video preview",50,0,,6,0,3,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2025-12-29 11:12:34,false,true,false,false,false,false
mucoceles labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,6,0,1,https://www.vitaldent.com/blog/que-es-el-mucocele/,AI Overview,2026-01-03 23:40:51,false,true,false,false,false,false
flemon en el moflete,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,6,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2025-12-26 14:08:39,false,true,false,false,false,false
diente endodoncia,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks",50,1,,6,0,3,https://www.vitaldent.com/es/endodoncia-que-es/,,2025-12-31 22:11:19,false,true,false,false,false,false
para que se usa la clorhexidina,ES,Spain,Spanish,chlorhexidine (Product),"AI Overview, Thumbnail, People also ask",50,0,,6,0,1,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,AI Overview,2025-12-29 07:16:47,false,true,false,false,false,false
se mueve un implante dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",50,0,,6,0,1,https://www.vitaldent.com/blog/implante-dental-que-se-mueve/,AI Overview,2025-12-24 08:42:38,false,true,false,false,false,false
para qué se utiliza la clorhexidina,ES,Spain,Spanish,chlorhexidine (Product),"AI Overview, Thumbnail, People also ask",50,0,,6,0,1,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,AI Overview,2025-12-31 22:41:35,false,true,false,false,false,false
