Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
mejores cepillos de dientes electricos,ES,Spain,Spanish,,"Thumbnail, People also ask",80,0,0.12,15,0,2,https://www.cleardent.es/cepillo-electrico/,,2025-12-27 22:41:17,false,true,true,false,false,false
que hacer para no roncar,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",1100,1,0.07,15,0,15,https://www.cleardent.es/como-dejar-de-roncar-con-5-consejos-eficaces/,,2026-03-08 20:44:05,false,true,false,false,false,false
dentista osuna,ES,Spain,Spanish,Osuna (Location),"Local pack, People also ask",150,3,1.43,15,0,6,https://www.cleardent.es/clinica-dental/sevilla/osuna/,,2026-03-09 14:06:52,false,true,false,false,false,true
cuanto dura la anestesia dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",450,66,,15,0,10,https://www.cleardent.es/cuanto-dura-anestesia-local/,,2026-03-06 16:02:59,false,true,false,false,false,false
el mejor cepillo de dientes electrico,ES,Spain,Spanish,,"People also ask, Shopping, Thumbnail",80,0,0.12,15,0,3,https://www.cleardent.es/cepillo-electrico/,,2026-03-12 18:51:39,false,true,true,false,false,false
grano en la punta de la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,15,0,1,https://www.cleardent.es/grano-punta-lengua-causas-tratamiento/,AI Overview,2026-01-01 20:03:32,false,true,false,false,false,false
extracción dental precio españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.37,15,0,1,https://www.cleardent.es/cuanto-cuesta-sacar-una-muela/,AI Overview,2025-12-30 14:13:15,false,true,false,false,false,true
globo faringeo,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",300,0,0.51,15,0,1,https://www.cleardent.es/sensacion-nudo-garganta/,AI Overview,2026-03-07 17:33:25,false,true,false,false,false,false
puntos blancos labios,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",100,26,,15,0,5,https://www.cleardent.es/manchas-blancas-labios/,,2026-03-04 09:04:52,false,true,false,false,false,false
mal sabor de boca al despertar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,15,0,1,https://www.cleardent.es/mal-sabor-boca-continuo-causas-soluciones/,AI Overview,2026-01-02 01:28:54,false,true,false,false,false,false
carraspera y sensación de tener algo en la garganta,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",250,2,0.23,15,0,1,https://www.cleardent.es/sensacion-nudo-garganta/,AI Overview,2026-03-03 02:42:37,false,true,false,false,false,false
cuánto cuesta blanquear los dientes,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Shopping",40,0,0.38,15,0,1,https://www.cleardent.es/cuanto-cuesta-un-blanqueamiento-dental/,Featured snippet,2026-01-08 00:50:31,false,true,true,false,false,false
dental implant near me,ES,Spain,English,,"People also ask, Knowledge panel",40,0,0.62,15,0,1,https://www.cleardent.es/clinica-dental/cordoba/palma-del-rio/,,2026-02-14 23:10:53,false,true,true,false,false,true
laser periodontal,ES,Spain,English,,"Thumbnail, Sitelinks, People also ask",40,0,0.29,15,0,1,https://www.cleardent.es/tratamiento-laser-enfermedad-periodontal/,,2025-12-22 08:04:56,false,true,false,false,false,false
orthoapnea precio españa,ES,Spain,Spanish,"OrthoApnea (Product), Spain (Location)","Featured snippet, People also ask, Sitelinks, Thumbnail",40,0,0.12,15,0,1,https://www.cleardent.es/ferula-dental-apnea-sueno-precio/,Featured snippet,2025-12-31 17:30:34,false,true,true,false,true,true
remedios para el sabor salado en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,0,,15,0,1,https://www.cleardent.es/sabor-salado-boca-causas-tratamiento/,AI Overview,2026-01-02 18:20:57,false,true,false,false,false,false
se regenera el frenillo del labio superior,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,0,,15,0,1,https://www.cleardent.es/frenillo-labial-superior-roto-se-regenera/,AI Overview,2025-12-25 15:41:48,false,true,false,false,false,false
cara hinchada por muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",40,0,,15,0,1,https://www.cleardent.es/como-bajar-la-inflamacion-de-la-cara-por-una-muela/,AI Overview,2025-12-23 13:28:57,false,true,false,false,false,false
como evitar tonsilolitos,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,24,,15,0,1,https://www.cleardent.es/tonsilolitos-que-son-como-prevenirlos-y-tratarlos/,AI Overview,2026-01-04 16:08:22,false,true,false,false,false,false
precio de quitar una muela,ES,Spain,Spanish,,"Sitelinks, People also ask, Thumbnail",40,0,0.40,15,0,1,https://www.cleardent.es/cuanto-cuesta-sacar-una-muela/,,2026-01-03 07:01:33,false,true,false,false,false,false
precio dentaduras postizas,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks, Shopping",50,0,0.34,15,0,1,https://www.cleardent.es/precio-dentadura-postiza-quita-y-pon-todo-lo-que-necesitas-saber/,,2026-01-02 01:13:56,false,true,true,false,false,false
manchas en la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",600,0,0.05,15,0,1,https://www.cleardent.es/manchas-blancas-en-la-lengua/,AI Overview,2026-03-02 13:16:06,false,true,false,false,false,false
prótesis removible precios,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Sitelinks, Video preview",300,0,0.34,15,0,7,https://www.cleardent.es/precio-dentadura-postiza-quita-y-pon-todo-lo-que-necesitas-saber/,,2026-02-12 19:33:24,false,true,true,false,false,false
quitar placas garganta bastoncillo,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",150,43,0.01,15,0,1,https://www.cleardent.es/tonsilolitos-que-son-como-prevenirlos-y-tratarlos/,AI Overview,2026-02-24 02:38:13,false,true,false,false,false,false
piercing del labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",500,0,0.06,15,0,5,https://www.cleardent.es/piercing-en-el-labio/,,2026-03-02 00:32:13,false,true,true,false,false,false
quemadura paladar,ES,Spain,Spanish,,"People also ask, Thumbnail, Sitelinks, Video preview",150,0,0.80,15,0,4,https://www.cleardent.es/como-curar-el-paladar-irritado-descubre-5-consejos-rapidos/,,2026-01-27 15:38:35,false,true,false,false,false,false
puente dental fijo de 6 piezas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,15,0,1,https://www.cleardent.es/puente-zirconio-6-piezas-precio/,AI Overview,2026-01-01 10:38:37,false,true,true,false,false,false
como aliviar ardor en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,0,0.10,15,0,5,https://www.cleardent.es/boca-irritada-por-dentro-remedios/,,2026-02-25 04:21:28,false,true,false,false,false,false
boqueras remedios caseros,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",150,0,,15,0,1,https://www.cleardent.es/curar-boqueras-en-un-dia/,AI Overview,2026-01-05 14:46:20,false,true,false,false,false,false
férula anti ronquidos vitaldent precio,ES,Spain,Spanish,Vitaldent (Organization),"Thumbnail, People also ask, Sitelinks, Shopping",150,0,0.35,15,0,3,https://www.cleardent.es/ferula-dental-apnea-sueno-precio/,,2025-12-16 18:14:16,false,true,true,false,true,false
blanqueamiento precio,ES,Spain,Spanish,,"People also ask, Shopping, Thumbnail",150,2,0.30,15,0,4,https://www.cleardent.es/cuanto-cuesta-un-blanqueamiento-dental/,,2026-01-04 22:27:56,false,true,true,false,false,false
férula de descarga precio farmacias,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Sitelinks",150,0,,15,0,4,https://www.cleardent.es/ferula-descarga-precio-farmacias/,,2026-03-02 15:03:26,false,true,true,false,false,false
se puede salvar un diente con periodontitis,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",400,0,0.19,15,0,1,https://www.cleardent.es/salvar-un-diente-con-periodontitis/,AI Overview,2026-02-28 18:32:11,false,true,false,false,false,false
mejor enjuague bucal recomendado por dentistas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",150,0,0.19,15,0,1,https://www.cleardent.es/mejor-enjuague-bucal-periodontitis/,AI Overview,2026-01-05 21:43:03,false,true,true,false,false,false
cancer labio,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",200,0,,15,0,1,https://www.cleardent.es/cancer-de-labio-sintomas-y-causas/,AI Overview,2026-03-05 05:24:10,false,true,false,false,false,false
calenturas en el labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",600,0,0.01,15,0,1,https://www.cleardent.es/calenturas-en-el-labio/,AI Overview,2026-03-01 21:30:12,false,true,false,false,false,false
como bajar un flemón en 24 horas,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",40,0,,15,0,1,https://www.cleardent.es/bajar-un-flemon-en-24-horas/,,2026-02-27 06:35:47,false,true,false,false,false,false
que precio tiene una limpieza dental,ES,Spain,Spanish,,"Sitelinks, People also ask",40,0,0.30,15,0,1,https://www.cleardent.es/cuanto-cuesta-una-limpieza-dental/,,2025-12-25 03:30:17,false,true,false,false,false,false
clinica dental jaen,ES,Spain,Spanish,Jaén (Location),"Local pack, Thumbnail",200,13,0.57,15,0,9,https://www.cleardent.es/clinica-dental/jaen/jaen-capital/,,2026-03-02 08:59:32,false,true,false,false,false,true
punto blanco en la lengua sin dolor,ES,Spain,Spanish,,"Sitelinks, People also ask",40,0,,15,0,1,https://www.cleardent.es/grano-blanco-lengua-causas-tratamiento/,,2026-01-02 03:47:02,false,true,false,false,false,false
duele un empaste de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,,15,0,1,https://www.cleardent.es/dolor-despues-de-empaste/,AI Overview,2026-03-10 14:54:20,false,true,false,false,false,false
poner muela con tornillo precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,1,0.31,15,0,1,https://www.cleardent.es/precio-extraccion-implante-dental/,AI Overview,2026-03-10 20:47:46,false,true,true,false,false,false
precio dentadura,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks, Shopping",40,0,0.31,15,0,1,https://www.cleardent.es/precio-dentadura-postiza-quita-y-pon-todo-lo-que-necesitas-saber/,,2025-12-27 15:18:30,false,true,true,false,false,false
muela partida vertical,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",30,0,,15,0,1,https://www.cleardent.es/muela-partida-mitad-vertical/,AI Overview,2025-12-23 11:45:04,false,true,false,false,false,false
cirugia ortognatica,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Video preview",2600,0,0.44,15,0,7,https://www.cleardent.es/merece-la-pena-cirugia-ortognatica/,,2026-03-06 21:59:48,false,true,false,false,false,false
que vale una limpieza dental,ES,Spain,Spanish,,"People also ask, Sitelinks",100,0,0.35,15,0,2,https://www.cleardent.es/cuanto-cuesta-una-limpieza-dental/,,2025-12-29 12:03:02,false,true,false,false,false,false
lengua con puntos blancos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,15,0,1,https://www.cleardent.es/grano-blanco-lengua-causas-tratamiento/,AI Overview,2025-12-25 17:49:54,false,true,false,false,false,false
puntos blancos en el labio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",90,51,,15,0,1,https://www.cleardent.es/manchas-blancas-labios/,AI Overview,2026-01-02 09:37:17,false,true,false,false,false,false
saliva salada,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",70,0,,15,0,1,https://www.cleardent.es/sabor-salado-boca-causas-tratamiento/,AI Overview,2025-12-22 09:14:22,false,true,false,false,false,false
ferula de descarga farmacia,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",150,0,0.04,15,0,4,https://www.cleardent.es/ferula-descarga-precio-farmacias/,,2026-02-20 18:08:27,false,true,true,false,false,false
duele un empaste,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,15,0,1,https://www.cleardent.es/empaste-sin-anestesia-duele/,AI Overview,2025-12-27 23:15:47,false,true,false,false,false,false
manchas rojas paladar,ES,Spain,Spanish,,"AI Overview, Sitelinks, People also ask",100,0,,15,0,1,https://www.cleardent.es/manchas-rojas-en-el-paladar/,AI Overview,2026-01-07 21:06:31,false,true,false,false,false,false
hormigueo en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,15,0,1,https://www.cleardent.es/nervios-boca-sintomas/,AI Overview,2025-12-31 20:15:50,false,true,false,false,false,false
concusion dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",100,0,,15,0,2,https://www.cleardent.es/diccionario-odontologico/concusion-dental/,,2026-03-04 12:38:33,false,true,false,false,false,false
poner fundas en los dientes precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.32,15,0,4,https://www.cleardent.es/cuanto-cuesta-una-funda-dental/,,2026-01-03 23:30:50,false,true,true,false,false,false
precio corona zirconio,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",100,0,,15,0,3,https://www.cleardent.es/coronas-zirconio-precio-espana/,,2026-01-07 23:20:47,false,true,true,false,false,false
dolor nervio muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",250,0,0.07,15,0,7,https://www.cleardent.es/como-matar-nervio-diente/,,2026-01-31 21:31:21,false,true,false,false,false,false
precio de limpieza bucal,ES,Spain,Spanish,,"People also ask, Sitelinks",40,0,0.30,15,0,1,https://www.cleardent.es/cuanto-cuesta-una-limpieza-dental/,,2026-01-26 06:07:16,false,true,false,false,false,false
como saber si me esta saliendo la muela del juicio,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Sitelinks, Video preview",300,0,,15,0,7,https://www.cleardent.es/como-saber-si-te-esta-saliendo-la-muela-del-juicio/,,2026-03-07 03:24:19,false,true,false,false,false,false
cuanto cuesta sacarse una muela en españa,ES,Spain,Spanish,Spain (Location),"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,0.35,15,0,1,https://www.cleardent.es/cuanto-cuesta-sacar-una-muela/,AI Overview,2025-12-24 19:18:17,false,true,false,false,false,true
dolor debajo de la barbilla,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",70,0,,15,0,1,https://www.cleardent.es/dolor-debajo-mandibula-cuello/,AI Overview,2025-12-30 05:40:58,false,true,false,false,false,false
como quitar una llaga,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",150,0,0.01,15,0,3,https://www.cleardent.es/curar-rapidamente-una-llaga/,,2026-02-23 13:18:09,false,true,false,false,false,false
maryland dental precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,0.47,15,0,2,https://www.cleardent.es/cuanto-cuesta-diente-postizo/,,2025-12-24 13:26:42,false,true,true,false,false,false
labios blanquecinos,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,,15,0,2,https://www.cleardent.es/manchas-blancas-labios/,,2025-12-16 08:56:04,false,true,false,false,false,false
si se mueve una muela hay que sacarla,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,15,0,1,https://www.cleardent.es/si-una-muela-se-mueve-hay-que-extraerla/,AI Overview,2025-12-30 09:10:49,false,true,false,false,false,false
hinchazón labio superior,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,,15,0,1,https://www.cleardent.es/labio-superior-hinchado-al-despertar/,AI Overview,2026-01-03 03:22:35,false,true,false,false,false,false
inflamación debajo de la mandíbula izquierda,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",40,0,,15,0,1,https://www.cleardent.es/dolor-debajo-mandibula-cuello/,,2025-12-31 15:12:48,false,true,false,false,false,false
juicio cicatrización capa blanca en zona de extraccion de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",200,0,,14,0,1,https://www.cleardent.es/capa-blanca-en-una-extraccion-dental/,AI Overview,2026-03-11 03:16:14,false,true,false,false,false,false
tragar saliva constantemente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,,14,0,1,https://www.cleardent.es/necesidad-tragar-saliva-constantemente/,AI Overview,2025-12-27 18:02:19,false,true,false,false,false,false
después de un implante dental se puede trabajar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",400,0,0.35,14,0,9,https://www.cleardent.es/despues-de-un-implante-dental-se-puede-trabajar/,,2026-02-28 06:15:07,false,true,false,false,false,false
forúnculo sin punta,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",150,1,,14,0,5,https://www.cleardent.es/remedios-caseros-absceso-piel/,,2026-01-03 20:46:50,false,true,false,false,false,false
picor en la boca y lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",150,0,,14,0,5,https://www.cleardent.es/alergia-en-la-boca-y-lengua/,,2026-01-07 16:56:55,false,true,false,false,false,false
puntos blancos en la punta de la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,0,,14,0,1,https://www.cleardent.es/grano-blanco-lengua-causas-tratamiento/,AI Overview,2025-12-24 01:08:33,false,true,false,false,false,false
bulto debajo de la mandíbula que duele,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",150,0,,14,0,5,https://www.cleardent.es/bulto-mandibula-inferior-movil/,,2026-02-16 04:44:12,false,true,false,false,false,false
precio raspado dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.31,14,0,1,https://www.cleardent.es/precio-curetaje-dental-4-cuadrantes/,AI Overview,2025-12-29 00:52:55,false,true,false,false,false,false
tonsolito,ES,Spain,Spanish,Tonsolito (Organization),"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",200,34,0.15,14,0,3,https://www.cleardent.es/tonsilolitos-que-son-como-prevenirlos-y-tratarlos/,People also ask,2026-01-09 00:51:50,false,true,false,false,true,false
mancha blanca en el labio inferior,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,14,0,1,https://www.cleardent.es/manchas-blancas-labios/,AI Overview,2026-01-03 07:28:04,false,true,false,false,false,false
bolitas en la boca por dentro,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",150,0,,14,0,1,https://www.cleardent.es/bulto-boca-sin-dolor/,AI Overview,2025-12-21 03:37:51,false,true,false,false,false,false
faltar al trabajo por extracción de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,0,,14,0,1,https://www.cleardent.es/cuantos-dias-debo-reposar-despues-de-una-extraccion-de-muela/,AI Overview,2026-01-22 14:27:52,false,true,false,false,false,false
implantes dentales precio,ES,Spain,Spanish,,"People also ask, Thumbnail",600,1,0.28,14,0,12,https://www.cleardent.es/implantes-dentales-sin-tornillo-precio/,,2026-02-10 20:13:57,false,true,true,false,false,false
niños con dientes podridos,ES,Spain,Spanish,,"People also ask, Thumbnail, Video preview",200,0,,14,0,5,https://www.cleardent.es/dientes-podridos-en-ninos/,,2026-02-26 13:16:48,false,true,false,false,false,false
qué tomar para el dolor de muelas,ES,Spain,Spanish,,"Featured snippet, Thumbnail",350,0,0.22,14,0,8,https://www.cleardent.es/como-quitar-el-dolor-de-muelas/,,2026-02-25 04:30:39,false,true,false,false,false,false
el esmalte de los dientes se regenera,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,14,0,1,https://www.cleardent.es/como-recuperar-esmalte-dental/,AI Overview,2025-12-28 20:33:30,false,true,false,false,false,false
hay dentistas de urgencias en la seguridad social,ES,Spain,Spanish,Social Security (Organization),"Featured snippet, Thumbnail, People also ask, Local pack, Sitelinks",450,0,0.45,14,0,10,https://www.cleardent.es/tratamientos-que-cubre-la-seguridad-social/,,2026-03-10 07:51:47,false,true,false,false,false,false
como saber si te esta saliendo la muela del juicio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",150,0,,14,0,1,https://www.cleardent.es/donde-salen-muelas-juicio/,AI Overview,2026-02-23 13:27:50,false,true,false,false,false,false
punto negro en el diente que no es carie,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",100,0,,14,0,3,https://www.cleardent.es/manchas-negras-dientes/,,2025-12-20 00:15:18,false,true,false,false,false,false
como curar una llaga en la lengua,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",200,1,0.03,14,0,6,https://www.cleardent.es/llagas-en-la-lengua-como-curarlas/,,2026-02-19 09:40:15,false,true,false,false,false,false
bolita en el frenillo de la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,1,,14,0,1,https://www.cleardent.es/bulto-debajo-lengua-junto-frenillo-lingual/,AI Overview,2025-12-27 03:38:02,false,true,false,false,false,false
cuanto tarda en irse un herpes labial,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",200,1,,14,0,1,https://www.cleardent.es/curar-herpes-labial-en-horas/,AI Overview,2026-02-19 14:44:51,false,true,false,false,false,false
restos comida amigdalas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",30,45,,14,0,1,https://www.cleardent.es/tonsilolitos-que-son-como-prevenirlos-y-tratarlos/,AI Overview,2025-12-31 18:49:49,false,true,false,false,false,false
bultitos en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,0,,14,0,1,https://www.cleardent.es/bulto-boca-sin-dolor/,AI Overview,2026-01-07 12:36:02,false,true,false,false,false,false
seguridad social dentista que cubre,ES,Spain,Spanish,Social Security (Organization),"AI Overview, Thumbnail, Sitelinks, People also ask",30,0,0.05,14,0,2,https://www.cleardent.es/tratamientos-que-cubre-la-seguridad-social/,,2026-01-04 03:16:19,false,true,false,false,false,false
implantes dentales seguridad social,ES,Spain,Spanish,Social Security (Organization),"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,0.45,14,0,1,https://www.cleardent.es/tratamientos-que-cubre-la-seguridad-social/,AI Overview,2026-03-10 21:59:22,false,true,false,false,false,false
se me ha caido un trozo de muela,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,14,0,1,https://www.cleardent.es/muela-rota-al-ras-de-la-encia/,AI Overview,2025-12-25 09:56:54,false,true,false,false,false,false
bulto en la mejilla que se mueve,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,14,0,1,https://www.cleardent.es/bulto-mandibula-inferior-movil/,AI Overview,2025-12-23 17:51:04,false,true,false,false,false,false
cuanto cuesta una férula dental,ES,Spain,Spanish,,"Featured snippet, People also ask, Thumbnail, Sitelinks, Shopping",40,0,0.09,14,0,1,https://www.cleardent.es/ferula-descarga-precio-farmacias/,Featured snippet,2026-01-03 19:31:34,false,true,true,false,false,false
dam apnea precio,ES,Spain,Spanish,DAM (Product),"Sitelinks, People also ask, Thumbnail, Shopping",40,0,0.09,14,0,1,https://www.cleardent.es/ferula-dental-apnea-sueno-precio/,,2026-03-12 03:14:21,false,true,true,false,true,false
cuánto vale una corona,ES,Spain,Spanish,Corona (Product),"Featured snippet, People also ask, Shopping, Thumbnail",40,0,,14,0,1,https://www.cleardent.es/tipos-coronas-dentales-precios/,Featured snippet,2026-03-12 21:52:34,false,true,true,false,true,false
prótesis fija de zirconio precios,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",40,0,0.35,14,0,1,https://www.cleardent.es/dentadura-fija-sobre-4-implantes-precio/,AI Overview,2025-12-23 18:49:04,false,true,true,false,false,false
papilomas en la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, Sitelinks, People also ask",40,0,,14,0,1,https://www.cleardent.es/papiloma-lengua-vph/,AI Overview,2026-01-02 13:38:32,false,true,false,false,false,false
antibióticos naturales para infecciones bucales,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks",40,0,,14,0,1,https://www.cleardent.es/infeccion-boca-remedios-caseros/,,2025-12-23 22:48:58,false,true,false,false,false,false
cuánto cobra un dentista,ES,Spain,Spanish,,"Sitelinks, People also ask",40,0,0.55,14,0,1,https://www.cleardent.es/cuanto-cobra-un-dentista/,,2025-12-29 09:00:06,false,true,false,false,false,false
remedios caseros para hongos en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",100,0,,14,0,6,https://www.cleardent.es/infeccion-boca-remedios-caseros/,,2026-01-07 12:00:35,false,true,false,false,false,false
bruxismo y dolor de cabeza,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",150,0,0.14,14,0,5,https://www.cleardent.es/dolor-cabeza-bruxismo/,,2026-01-08 00:00:34,false,true,false,false,false,false
dientes nombres y numeros,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,0,0.08,14,0,9,https://www.cleardent.es/nombres-de-los-dientes/,,2026-02-15 20:42:33,false,true,false,false,false,false
bultitos en la lengua,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",200,0,0.03,14,0,1,https://www.cleardent.es/bultos-final-lengua/,AI Overview,2026-03-01 00:31:03,false,true,false,false,false,false
bultitos en los labios,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",40,1,,14,0,1,https://www.cleardent.es/bulto-labio-por-fuera/,AI Overview,2025-12-26 20:21:40,false,true,false,false,false,false
vph en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",350,0,,14,0,1,https://www.cleardent.es/papiloma-lengua-vph/,AI Overview,2026-03-04 12:27:10,false,true,false,false,false,false
forunculo ano,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",400,1,,14,0,9,https://www.cleardent.es/remedios-caseros-absceso-piel/,,2026-02-26 00:58:41,false,true,false,false,false,false
se puede sacar una muela tomando antibiótico,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",100,0,,14,0,1,https://www.cleardent.es/se-puede-sacar-una-muela-infectada/,AI Overview,2025-12-29 01:33:26,false,true,false,false,false,false
sabor dulce en la boca cáncer,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",150,0,,14,0,1,https://www.cleardent.es/sabor-raro-boca-cancer/,AI Overview,2025-12-24 15:55:40,false,true,false,false,false,false
precio de una limpieza dental en españa,ES,Spain,Spanish,Spain (Location),"People also ask, Sitelinks",100,0,0.32,14,0,2,https://www.cleardent.es/cuanto-cuesta-una-limpieza-dental/,,2025-12-17 00:39:56,false,true,false,false,false,true
son peligrosos los quistes en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,14,0,1,https://www.cleardent.es/son-peligrosos-quistes-boca/,AI Overview,2026-01-05 21:04:12,false,true,false,false,false,false
precio sacar una muela,ES,Spain,Spanish,,"Thumbnail, Sitelinks, People also ask",40,0,0.32,14,0,1,https://www.cleardent.es/cuanto-cuesta-sacar-una-muela/,,2026-01-03 07:25:02,false,true,false,false,false,false
